tid,seatNumber,price,passportID,rid,fid,fctype
1089,183,710,127407,1760,VB3915,NULL,['FC']
1090,162,888,59691,268,PL1255,NULL,['Y+']
1091,164,711,75081,1107,Q2725,NULL,['Y']
1092,157,410,13887,2624,KC1606,NULL,['J']
1093,272,1163,55968,585,PZ3759,Gold,['Y']
1094,104,767,18696,368,BH2226,NULL,['J']
1095,281,1219,4887,3179,5D2428,Gold,['Y']
1096,190,1057,27345,3793,V73034,Platinum,['FC']
1097,206,1070,110775,3910,D43641,Explorer,['FC']
1098,185,910,96855,2025,KQ3079,Gold,['Y+']
1099,292,598,5073,638,ZB2374,NULL,['Y']
1100,257,1022,144765,144,DN578,Silver,['Y+']
1101,188,647,110058,821,7C265,Platinum,['J']
1102,164,697,145305,3220,OG3584,NULL,['Y+']
1103,166,845,35043,1195,XP573,Explorer,['J']
1104,268,832,103308,684,OD1897,NULL,['Y']
1105,162,429,132165,1076,E72920,NULL,['Y']
1106,165,840,97566,3701,ML718,Gold,['FC']
1107,111,481,80376,1293,SQ2878,NULL,['FC']
1108,200,663,20643,3675,DN3758,NULL,['Y']
1109,254,1028,46296,1523,E9558,NULL,['J']
1110,142,273,11814,319,72625,Silver,['Y']
1111,173,660,110952,2487,DH2253,Platinum,['Y']
1112,293,1034,94800,3948,8Y343,Platinum,['FC']
1113,178,862,126504,1472,111837,Explorer,['J']
1114,138,1146,9645,2629,LD1429,NULL,['J']
1115,265,843,56427,2403,HN3632,Silver,['Y']
1116,259,518,3114,436,N83391,NULL,['FC']
1117,129,862,89496,346,EW2471,Explorer,['FC']
1118,286,1030,29715,1850,RE1257,Explorer,['FC']
1119,258,807,1380,3539,A61334,Platinum,['Y']
1120,184,903,43110,2021,АЯ3968,Explorer,['Y+']
1121,269,939,134355,449,8V1894,Platinum,['FC']
1122,251,886,32241,3843,TB169,Explorer,['Y+']
1123,106,810,88419,3322,FR3280,Platinum,['J']
1124,229,782,145596,2614,UM2750,Platinum,['Y']
1125,206,815,21435,2163,PF1868,Gold,['FC']
1126,225,1274,35256,2704,M21753,NULL,['Y+']
1127,114,904,138306,3482,W5561,Explorer,['J']
1128,181,219,128826,2685,ZX2754,NULL,['J']
1129,144,1034,104361,1140,ON3768,NULL,['Y']
1130,283,624,64626,1319,4U2168,Gold,['J']
1131,263,1261,141234,3599,WH1147,Explorer,['FC']
1132,153,437,67086,1666,GA3010,NULL,['FC']
1133,142,1139,33384,2837,XK2995,NULL,['Y']
1134,298,1101,35277,913,4O2078,Gold,['J']
1135,140,1257,94341,3021,YM2525,NULL,['FC']
1136,219,281,19590,2497,9N3154,NULL,['J']
1137,179,325,25854,557,QI794,NULL,['FC']
1138,127,1087,100005,374,V61114,Silver,['FC']
1139,176,227,117834,138,K81038,NULL,['FC']
1140,241,875,111507,1417,;;283,NULL,['Y+']
1141,101,1233,123432,3874,TG777,NULL,['Y+']
1142,234,1246,55263,1505,FZ2721,NULL,['Y']
1143,182,533,85653,1110,1B2289,Silver,['Y+']
1144,231,351,36855,1448,BQ1265,NULL,['Y+']
1145,113,1290,149091,3640,JC323,Silver,['Y']
1146,100,805,113307,1268,WG2906,NULL,['Y+']
1147,139,1035,102693,2738,VA1995,Explorer,['Y+']
1148,230,1252,35832,2399,C3679,NULL,['J']
1149,175,1081,97389,901,G62059,NULL,['Y+']
1150,208,152,79710,2597,5F2430,NULL,['Y']
1151,211,1168,134403,2151,NJ3821,NULL,['FC']
1152,298,1261,127014,657,2G1918,NULL,['J']
1153,146,1221,27540,2663,D43641,Gold,['J']
1154,206,712,97557,2667,LY1781,Explorer,['Y']
1155,268,205,129009,3127,T72730,Explorer,['Y+']
1156,189,1211,66363,2018,L32775,Gold,['J']
1157,178,227,145200,1967,S01855,Silver,['Y+']
1158,228,300,113697,2521,01494,NULL,['Y+']
1159,109,728,112656,2084,M22674,NULL,['Y']
1160,257,399,120984,318,OM3698,NULL,['J']
1161,232,1202,8193,2153,8D1242,Silver,['Y']
1162,161,744,144837,3274,9Y40,NULL,['Y+']
1163,186,1175,91686,3384,7N1791,NULL,['Y+']
1164,230,1291,126339,228,AF907,Explorer,['Y+']
1165,135,196,41952,2705,K62153,Gold,['J']
1166,162,296,91683,2716,VJ1332,Silver,['J']
1167,200,900,13866,2650,O83982,NULL,['Y']
1168,132,605,147975,27,YT1909,NULL,['Y']
1169,145,941,50361,3927,UU1444,Platinum,['FC']
1170,105,1157,93879,1091,4Q178,Gold,['FC']
1171,216,478,113361,283,AP497,Platinum,['Y']
1172,265,263,37854,2628,O72855,NULL,['J']
1173,107,596,55125,474,J82140,Silver,['Y+']
1174,155,142,32508,3999,TF2259,NULL,['Y']
1175,286,728,10917,262,6V1445,Explorer,['FC']
1176,196,1207,134466,2087,PJ516,NULL,['FC']
1177,265,578,137379,628,TF1049,Silver,['Y']
1178,236,262,6360,438,6E2488,NULL,['FC']
1179,160,159,14295,2293,GY1822,NULL,['Y+']
1180,220,918,45477,1636,5Q1774,Platinum,['Y']
1181,187,636,28857,1019,MN3973,Gold,['Y']
1182,246,853,104949,1980,A62657,NULL,['Y']
1183,299,353,144687,1855,E4774,Silver,['Y']
1184,199,810,134232,2178,1I213,NULL,['J']
1185,142,696,47181,1046,5D2577,NULL,['FC']
1186,122,260,142371,1185,6I1107,Explorer,['Y+']
1187,149,568,3333,884,NW3500,NULL,['FC']
1188,145,825,120210,653,DH564,NULL,['Y+']
1189,226,761,42261,875,N51005,NULL,['J']
1190,203,856,50172,2663,S32628,NULL,['FC']
1191,183,880,79614,176,U22695,NULL,['FC']
1192,150,529,149430,3109,3N3790,Gold,['J']
1193,126,1001,11031,1590,FI834,NULL,['Y+']
1194,211,470,92811,3715,W92198,Silver,['Y+']
1195,117,1217,58287,2509,XS2258,NULL,['Y']
1196,106,170,137196,1427,MY3448,NULL,['Y']
1197,119,1253,23322,3539,CN538,Explorer,['Y+']
1198,259,315,3819,3811,GT229,NULL,['Y']
1199,253,1282,26190,3743,TA1353,Silver,['Y']
1200,219,301,98097,2093,VE2427,NULL,['FC']
1201,200,222,76494,3212,UD1663,NULL,['J']
1202,151,564,139941,3092,QI286,Silver,['Y']
1203,221,197,141738,1968,PT1626,Platinum,['FC']
1204,159,955,126024,437,SL1250,Explorer,['J']
1205,278,1184,61215,3188,5Q1941,Platinum,['FC']
1206,234,934,66831,1913,7P618,Platinum,['Y']
1207,137,1003,52047,894,N295,Silver,['Y+']
1208,210,373,79182,3162,W92198,NULL,['Y+']
1209,274,355,20391,1227,CS1830,NULL,['Y+']
1210,171,707,135753,904,DS1795,Gold,['FC']
1211,115,115,4845,1895,ER2,NULL,['FC']
1212,260,1073,130626,694,Y11169,NULL,['FC']
1213,275,430,99735,2,D71483,NULL,['Y+']
1214,160,961,25332,1011,MU762,Silver,['Y']
1215,242,1039,135693,1871,S73508,Platinum,['Y']
1216,259,625,71898,3481,D3186,NULL,['Y']
1217,259,975,109356,3716,SM2707,NULL,['FC']
1218,290,415,125130,1426,TV2130,Gold,['FC']
1219,124,327,147378,310,VJ1332,Silver,['FC']
1220,139,1168,89271,2114,K31958,Silver,['FC']
1221,135,1108,112710,1614,OE823,Platinum,['FC']
1222,158,251,13584,241,Z72813,Silver,['Y']
1223,237,748,37737,1226,8V1905,NULL,['Y+']
1224,270,322,26094,3566,BS2796,NULL,['Y+']
1225,202,1270,65889,3986,TP6,NULL,['Y+']
1226,148,884,85647,2121,2C1446,Silver,['FC']
1227,223,509,42030,2550,MJ1585,Gold,['FC']
1228,197,889,123012,55,SO2012,Gold,['Y']
1229,224,312,98568,1777,FI834,NULL,['J']
1230,250,1177,104610,1074,LT62,NULL,['FC']
1231,148,685,117360,2258,E8111,Platinum,['FC']
1232,185,1021,13506,2347,QO2392,NULL,['J']
1233,252,937,133431,3679,TI295,NULL,['FC']
1234,227,581,113682,3952,QW2818,Platinum,['Y+']
1235,209,538,95715,3135,ZJ452,NULL,['J']
1236,278,768,720,3493,IW2986,Silver,['FC']
1237,148,921,136134,1410,AG3802,NULL,['J']
1238,142,414,133797,3818,N92043,Gold,['Y']
1239,269,340,40716,868,DA3106,Explorer,['J']
1240,193,1208,25644,1207,9O2424,Silver,['Y+']
1241,180,449,116118,1123,PL2010,Silver,['FC']
1242,208,1056,120468,1905,PA620,NULL,['J']
1243,128,1294,18102,3069,6V2787,Explorer,['J']
1244,161,251,59994,2544,PT1973,Silver,['FC']
1245,119,819,130659,1668,0E19,Platinum,['Y']
1246,165,1061,66390,2932,HP2875,NULL,['FC']
1247,180,608,69477,261,JE3763,Explorer,['J']
1248,117,740,130026,70,M12406,NULL,['Y']
1249,214,941,132204,3483,NU1102,Gold,['J']
1250,244,716,91902,3090,HO3826,Platinum,['J']
1251,230,597,132354,1438,H91566,NULL,['J']
1252,125,1166,15729,1061,6U208,Platinum,['Y']
1253,288,681,133524,1718,9L3988,Platinum,['J']
1254,162,352,57000,1984,H92172,NULL,['FC']
1255,264,1168,114852,622,G63288,Platinum,['J']
1256,267,1029,5739,266,IQ3081,NULL,['Y']
1257,125,694,135270,977,RX3416,Platinum,['J']
1258,119,721,75741,2288,PL2010,NULL,['Y+']
1259,120,333,93696,2308,Z4195,NULL,['Y']
1260,227,562,70389,1910,UW994,Gold,['Y']
1261,170,293,88548,2603,BG3734,NULL,['J']
1262,247,1203,74637,481,MY3731,NULL,['J']
1263,252,418,109434,923,OI3457,Platinum,['Y+']
1264,297,1075,71979,3712,JF1112,NULL,['J']
1265,164,1243,146184,2739,HO1127,Explorer,['J']
1266,280,1068,21627,1208,DH2253,NULL,['Y']
1267,211,776,76647,872,1S2482,NULL,['J']
1268,181,755,117042,1891,A41668,NULL,['FC']
1269,233,115,13896,3029,CT2410,NULL,['J']
1270,177,488,131388,891,IP1042,NULL,['J']
1271,284,103,110106,3948,9V1872,Platinum,['J']
1272,139,977,51096,2968,C4548,Platinum,['Y+']
1273,170,729,36018,3204,Z03251,Gold,['FC']
1274,300,1144,36756,3416,NM2024,NULL,['J']
1275,248,1017,12030,342,NA2384,Silver,['J']
1276,288,280,67374,2287,5D2809,Platinum,['Y']
1277,269,489,12882,1013,VR1047,Platinum,['FC']
1278,139,1024,93912,2341,C7273,NULL,['J']
1279,119,402,36123,3440,4T1542,NULL,['FC']
1280,253,236,53094,1244,KP3899,Platinum,['Y']
1281,182,939,120786,3881,E9558,Silver,['Y+']
1282,187,445,7233,983,D81565,NULL,['Y+']
1283,230,1200,53178,52,EO2155,NULL,['FC']
1284,187,987,66051,3664,0669,Silver,['J']
1285,108,406,107496,582,BR336,NULL,['J']
1286,289,683,112038,1209,GB3412,Explorer,['Y']
1287,192,1004,149613,994,VY3134,NULL,['J']
1288,253,1083,90474,640,FZ3114,Silver,['FC']
1289,145,614,82779,506,YW3525,NULL,['FC']
1290,150,729,114357,3655,4P339,Platinum,['FC']
1291,158,249,29631,848,JK1244,Silver,['Y+']
1292,168,760,13233,1768,F32804,Explorer,['J']
1293,255,1087,7050,2327,5Y467,NULL,['Y+']
1294,104,668,54114,315,5G2294,Platinum,['J']
1295,273,997,108606,1678,ZV927,Silver,['Y']
1296,228,864,25071,52,SU3224,Platinum,['Y']
1297,158,889,11187,895,GX866,Gold,['Y+']
1298,216,640,10035,2586,IT1120,Gold,['FC']
1299,283,103,148017,785,SH1834,NULL,['FC']
1300,180,170,21528,2974,L82734,NULL,['Y']
1301,153,883,80139,3418,B93247,Explorer,['Y']
1302,240,1054,119964,3286,HH1461,Gold,['Y']
1303,213,1149,86655,1384,EN1638,NULL,['Y+']
1304,269,257,8829,3276,DX1103,NULL,['FC']
1305,271,873,128544,3782,XX1554,Platinum,['FC']
1306,287,720,81594,3510,SP835,NULL,['FC']
1307,186,630,51642,3608,B92044,NULL,['Y']
1308,176,351,39000,470,FF246,NULL,['Y']
1309,244,457,59175,2601,YV787,Gold,['Y+']
1310,279,307,36156,2701,VN1785,NULL,['FC']
1311,149,600,21891,135,F83667,Gold,['FC']
1312,133,882,91167,1627,9E3839,Silver,['Y']
1313,268,1194,11583,1481,4X3723,Platinum,['Y']
1314,197,722,136929,1938,AH719,NULL,['Y+']
1315,297,225,116163,2236,N9524,Silver,['Y']
1316,199,234,33816,871,GT229,NULL,['Y+']
1317,200,1170,91398,3941,RX1537,NULL,['J']
1318,271,1036,79959,1325,RM1052,Gold,['Y']
1319,253,1172,144978,2591,QB1466,Gold,['FC']
1320,240,1171,115050,393,DJ2212,Gold,['Y']
1321,223,836,73311,3356,YD2504,NULL,['Y']
1322,218,713,148497,786,A82729,Explorer,['FC']
1323,221,305,106491,87,6T513,NULL,['Y']
1324,298,623,41187,2193,VB2142,NULL,['FC']
1325,149,768,27132,929,OY3811,NULL,['Y+']
1326,130,1170,132639,3081,DN1778,Silver,['Y+']
1327,251,737,77442,2874,JB27,NULL,['Y+']
1328,223,1123,142008,2180,DG2836,NULL,['FC']
1329,217,248,42921,2668,U13105,NULL,['Y+']
1330,279,1104,27096,1955,RO3519,NULL,['J']
1331,146,227,76176,363,A21835,Gold,['Y+']
1332,267,950,53193,2850,XS2144,Explorer,['FC']
1333,296,669,92982,2664,IE1810,NULL,['J']
1334,288,387,136572,3527,MU3645,Platinum,['FC']
1335,257,748,24006,3813,MB2183,Gold,['Y']
1336,171,494,84252,1770,F72737,NULL,['Y']
1337,109,355,54126,1265,EW2471,NULL,['Y+']
1338,176,1146,29322,3241,1E1796,NULL,['Y+']
1339,201,583,41763,1014,1H3024,Explorer,['Y']
1340,115,733,110211,3777,R93434,Platinum,['FC']
1341,112,1100,19491,1824,DK633,Silver,['FC']
1342,105,1091,41967,2455,TW2913,NULL,['Y']
1343,155,1241,130353,3076,ML652,NULL,['Y+']
1344,165,863,50763,1014,QY1900,Platinum,['J']
1345,140,214,37461,1381,G73068,NULL,['Y']
1346,239,1204,136764,915,XQ2923,Explorer,['J']
1347,133,1203,95907,3735,H91692,Silver,['Y']
1348,133,471,137619,3352,Z4195,Silver,['Y+']
1349,212,906,69585,3495,KM3323,NULL,['FC']
1350,100,814,126426,1405,RK843,Gold,['Y+']
1351,201,516,138792,3567,SO2012,Gold,['J']
1352,148,1090,94593,3151,RS2104,Gold,['FC']
1353,238,338,51030,1324,2P3636,Gold,['J']
1354,206,239,125052,1644,OG56,NULL,['Y']
1355,109,1263,15867,3766,LS226,NULL,['FC']
1356,187,613,45729,3199,HT453,NULL,['FC']
1357,122,1097,7122,3694,EE3522,NULL,['Y']
1358,289,1064,109128,20,OG2774,NULL,['Y+']
1359,232,210,68760,2845,K83476,NULL,['Y+']
1360,297,648,57066,3446,LA3456,NULL,['Y+']
1361,289,1258,29550,1633,TW66,Platinum,['Y']
1362,139,1210,119910,876,S62725,Silver,['J']
1363,205,1135,124578,3823,BV12,Explorer,['FC']
1364,160,499,64200,1456,FQ2580,Platinum,['Y']
1365,292,907,70686,697,KK2523,NULL,['Y+']
1366,294,985,142113,2167,J73004,NULL,['Y+']
1367,271,904,53772,2013,VT3376,NULL,['Y+']
1368,186,1155,98970,1313,8W1989,NULL,['Y']
1369,225,936,50301,143,E9116,NULL,['J']
1370,119,267,47157,1720,TI1020,Silver,['FC']
1371,142,1023,147054,2326,J8167,NULL,['Y']
1372,122,1115,115965,3481,MC1829,Silver,['Y']
1373,263,218,115647,3128,4C1051,Explorer,['Y+']
1374,210,401,69237,2852,N41401,NULL,['FC']
1375,123,753,9615,2839,??982,Silver,['FC']
1376,191,1300,10659,2101,3V1347,Platinum,['FC']
1377,230,1101,49965,1273,FF2169,Gold,['J']
1378,289,690,84219,1755,0G1782,Explorer,['Y+']
1379,166,160,5589,1284,TQ3503,Explorer,['Y']
1380,259,849,119799,309,4U1826,Platinum,['FC']
1381,174,1293,133815,1729,C0294,Explorer,['J']
1382,211,701,59421,1548,PC2969,Silver,['Y+']
1383,237,934,141513,493,MB3049,NULL,['J']
1384,257,800,16134,757,VV2863,NULL,['Y+']
1385,107,753,126099,279,XX1554,NULL,['FC']
1386,173,470,126876,2823,M71417,Silver,['J']
1387,187,731,115884,3935,OV392,NULL,['Y+']
1388,268,944,51444,1187,VV238,Silver,['FC']
1389,212,1115,5889,3901,K11714,NULL,['J']
1390,225,643,4500,2107,OZ2641,Platinum,['J']
1391,288,610,72333,289,G82089,Gold,['FC']
1392,132,1264,39828,1541,DH3884,Platinum,['Y']
1393,164,988,146697,349,5H1072,NULL,['Y+']
1394,209,1068,109824,3333,W92249,NULL,['FC']
1395,234,828,46584,2492,GX1268,NULL,['FC']
1396,118,761,134952,3446,HX126,Explorer,['Y+']
1397,111,246,47844,2794,4L1911,Platinum,['Y']
1398,191,997,107154,2757,W3340,NULL,['Y+']
1399,139,285,118761,3349,CX1729,Explorer,['Y+']
1400,259,820,34182,819,AX1442,Platinum,['Y+']
1401,216,1102,148848,229,SG464,NULL,['Y']
1402,103,554,44430,2375,RO3519,NULL,['Y']
1403,190,673,141723,2007,UZ3116,Gold,['Y+']
1404,160,819,123912,1767,2B2068,NULL,['Y+']
1405,274,428,64641,2959,VD3754,NULL,['Y+']
1406,162,787,22530,237,Z3649,NULL,['Y']
1407,205,184,18888,2207,L82734,Gold,['Y']
1408,123,799,12348,2326,4D3076,NULL,['J']
1409,127,609,67176,2287,WP1787,Explorer,['Y+']
1410,270,424,16695,1486,EG460,Gold,['Y']
1411,191,534,46821,2845,SV3836,NULL,['FC']
1412,244,784,111012,3288,WP1832,Explorer,['FC']
1413,120,777,18567,162,4B2429,NULL,['FC']
1414,238,456,112929,699,782137,NULL,['Y']
1415,190,519,63744,2091,1F3520,NULL,['Y+']
1416,135,868,144945,1877,N8975,NULL,['Y+']
1417,171,593,9381,2119,Z5280,Silver,['Y']
1418,269,358,7383,688,JO3220,NULL,['J']
1419,256,905,140025,1779,WH2831,Explorer,['FC']
1420,173,365,28953,3038,DM1581,NULL,['Y+']
1421,187,406,138900,3678,LS2511,NULL,['FC']
1422,283,883,45696,2534,SM370,NULL,['Y']
1423,137,294,3813,103,RH3580,Explorer,['Y+']
1424,253,270,58332,957,JU3891,NULL,['J']
1425,176,187,133413,1431,ER3735,Explorer,['Y+']
1426,216,1086,11673,3604,YT357,Silver,['Y+']
1427,185,771,37458,3706,BB278,Gold,['J']
1428,192,437,84897,3145,S82766,Gold,['Y']
1429,179,736,104826,2269,IL1080,Silver,['FC']
1430,244,943,55089,3726,UM3984,NULL,['Y']
1431,257,250,16521,1626,B42194,Platinum,['Y+']
1432,178,460,112515,2323,3L1527,Explorer,['J']
1433,185,556,68235,2553,IK2125,NULL,['Y']
1434,100,912,15108,2549,GX866,Explorer,['J']
1435,275,715,53799,1003,0384,Gold,['Y']
1436,225,688,47952,611,BH957,NULL,['Y']
1437,280,1111,40143,1279,HH2779,Explorer,['FC']
1438,297,478,48462,3935,WH1147,Silver,['J']
1439,250,385,128706,2238,SX3967,Platinum,['Y+']
1440,200,792,100239,2932,PA2390,NULL,['J']
1441,187,344,72393,2015,SL3568,Explorer,['FC']
1442,234,766,118959,42,7O3269,Gold,['Y+']
1443,106,953,48660,2366,BZ2138,Silver,['J']
1444,144,103,13311,3006,EL1427,NULL,['FC']
1445,242,577,23745,3107,W23939,NULL,['Y']
1446,118,568,80790,1107,XG680,Gold,['FC']
1447,126,117,49143,1962,BU1044,Explorer,['J']
1448,300,688,46413,3140,G11247,NULL,['Y']
1449,223,154,119508,65,0J368,NULL,['Y+']
1450,247,387,100797,2803,ZV927,Platinum,['J']
1451,106,1299,97317,1956,LY2811,NULL,['Y']
1452,215,1144,30573,2779,IA1922,NULL,['Y']
1453,285,129,66675,320,GB1331,Gold,['FC']
1454,228,499,129138,1165,RS503,Gold,['J']
1455,103,955,35748,1672,VA3602,NULL,['J']
1456,255,1152,92235,3535,1Q176,Silver,['Y+']
1457,120,780,147507,2250,1I1519,NULL,['FC']
1458,181,1021,12828,2663,XR936,Gold,['Y']
1459,256,101,15606,3666,3O1758,Platinum,['Y']
1460,127,1127,146754,280,HG3254,NULL,['J']
1461,122,415,44595,2604,IS549,Silver,['Y+']
1462,230,269,143478,457,N83217,Silver,['FC']
1463,137,1263,33663,1444,CV1962,NULL,['FC']
1464,102,270,72543,2662,OL1449,Silver,['FC']
1465,167,249,127815,2166,V82158,Silver,['Y']
1466,256,859,134463,3555,RK2163,Platinum,['J']
1467,101,793,90750,328,IM771,NULL,['J']
1468,195,119,133149,340,JP869,Explorer,['FC']
1469,194,308,87750,3097,W92493,Gold,['J']
1470,224,928,7593,2790,LW2607,Platinum,['FC']
1471,140,728,43332,1058,KM3323,Silver,['Y+']
1472,135,1053,48363,1377,3V1482,NULL,['J']
1473,300,553,101373,1753,GU765,NULL,['Y']
1474,250,213,1398,1071,A82729,Explorer,['Y+']
1475,175,410,146730,2495,O22894,Explorer,['J']
1476,181,851,39435,3174,5M926,NULL,['Y']
1477,239,528,135579,51,LB475,Gold,['Y+']
1478,237,666,22203,3073,9T3626,NULL,['J']
1479,187,616,89763,3662,H4445,NULL,['Y']
1480,255,179,93054,957,SM1346,NULL,['Y']
1481,288,1117,37242,2747,HK1130,NULL,['Y']
1482,167,534,120729,1457,NP471,Explorer,['Y+']
1483,228,451,47502,3160,YZ1028,Silver,['FC']
1484,287,1219,10179,2852,EL1427,Explorer,['J']
1485,164,140,79953,3354,8Y2715,NULL,['Y']
1486,296,806,59520,363,N43336,NULL,['Y+']
1487,149,256,39117,2538,J43204,NULL,['Y+']
1488,296,1074,53013,332,7H3406,NULL,['Y+']
1489,260,279,84981,1261,KA1994,Silver,['FC']
1490,159,228,136794,2366,4C1051,Silver,['J']
1491,100,392,17442,2895,P91185,Platinum,['J']
1492,223,392,30042,772,KN1804,NULL,['FC']
1493,280,728,127326,2251,9L3832,Explorer,['Y+']
1494,148,1246,101229,196,BB278,NULL,['J']
1495,178,169,18693,382,PC3987,Platinum,['Y+']
1496,165,385,122313,1415,CR2851,NULL,['FC']
1497,168,922,99732,898,E91968,Explorer,['J']
1498,245,1098,86724,1820,G33604,Explorer,['J']
1499,116,141,37344,3103,HG1054,NULL,['J']
1500,176,169,133101,3464,IM2218,NULL,['J']
1501,278,242,41655,2027,KK2523,NULL,['Y']
1502,124,433,85059,1431,8L832,Platinum,['J']
1503,110,256,90942,2439,E63922,Explorer,['J']
1504,205,601,87576,1845,XO1724,NULL,['FC']
1505,242,235,47247,1357,GP3945,Gold,['Y+']
1506,263,600,123939,3987,QD221,NULL,['Y+']
1507,146,986,28194,29,8S2701,NULL,['J']
1508,180,922,15753,1174,LQ2035,Explorer,['J']
1509,192,973,61437,3217,I73737,Silver,['FC']
1510,289,708,62334,1659,BZ2771,Explorer,['Y+']
1511,122,614,97656,341,CA3112,Gold,['FC']
1512,217,331,122613,3904,5Q646,Explorer,['J']
1513,123,973,17589,391,S0899,Gold,['J']
1514,277,432,68130,980,0J676,NULL,['J']
1515,158,276,131262,593,CN744,NULL,['Y+']
1516,259,671,39279,1055,Q83181,Explorer,['Y']
1517,201,1127,58518,3666,SI3567,Explorer,['FC']
1518,265,691,24711,2536,OR1780,Silver,['Y+']
1519,182,219,122535,1283,9V1637,Silver,['Y+']
1520,299,613,7902,682,XP3278,NULL,['J']
1521,239,486,98502,871,OD2244,NULL,['FC']
1522,163,737,11448,3538,B72481,NULL,['J']
1523,149,817,63894,2430,4H214,Silver,['Y']
1524,273,836,7413,1874,DJ2212,NULL,['Y+']
1525,153,621,84531,897,4Z2889,Platinum,['FC']
1526,110,867,141906,3666,3I2310,Explorer,['J']
1527,214,178,30672,1332,SV2686,NULL,['Y']
1528,114,908,103137,305,M3254,NULL,['Y+']
1529,119,1288,10935,2769,VS3332,NULL,['Y+']
1530,291,503,5598,1139,VP2660,Gold,['FC']
1531,126,738,79251,373,IP981,Explorer,['FC']
1532,149,1220,16269,2185,XS3420,NULL,['FC']
1533,202,887,68715,3490,;;3232,Platinum,['Y+']
1534,254,603,81069,845,UJ983,Silver,['FC']
1535,252,1232,46512,1295,SA2023,NULL,['J']
1536,236,348,75858,3749,V42939,NULL,['J']
1537,256,988,83694,2490,MX2027,Silver,['Y+']
1538,265,192,43179,1945,3J1177,Platinum,['Y+']
1539,114,478,97554,3277,F72546,NULL,['Y+']
1540,258,642,105831,2159,WQ1867,NULL,['Y+']
1541,158,891,138159,1283,-.2579,NULL,['Y']
1542,233,848,66987,3555,АЯ3968,Platinum,['Y']
1543,233,1112,105465,2464,JD306,NULL,['Y']
1544,209,197,35427,3888,6Y3639,Platinum,['J']
1545,176,1107,121407,3400,OE30,Explorer,['J']
1546,229,275,52698,2107,LQ512,Silver,['J']
1547,207,1197,69357,3790,NV2237,Platinum,['Y']
1548,156,577,83652,2879,S5598,Silver,['FC']
1549,215,409,137091,2452,6W2560,NULL,['FC']
1550,245,825,6519,1465,G51390,Silver,['FC']
1551,120,630,60909,3227,IG1568,Platinum,['Y+']
1552,274,1055,74460,2232,MY3721,Gold,['Y']
1553,190,1097,11631,927,VQ2098,NULL,['Y+']
1554,172,1154,12864,1564,FI3160,Silver,['FC']
1555,241,373,26976,1735,QX706,Explorer,['Y']
1556,182,763,46575,173,2L2788,Gold,['FC']
1557,201,1212,46695,2177,GX3739,NULL,['Y+']
1558,223,1004,87114,3217,Z51925,Explorer,['Y']
1559,220,1166,70584,859,9N3154,NULL,['FC']
1560,291,532,39201,27,V81320,NULL,['Y']
1561,215,772,1524,2774,RR3687,NULL,['Y']
1562,101,621,67281,1070,E91079,Silver,['J']
1563,232,766,110133,2316,HM2036,Gold,['FC']
1564,207,430,33474,2891,N295,NULL,['J']
1565,154,282,14616,2743,2I841,Platinum,['Y']
1566,158,173,107778,3468,ZS352,Platinum,['FC']
1567,166,640,4566,2289,PN3145,Gold,['Y+']
1568,129,708,99480,2026,WX3041,NULL,['Y']
1569,206,211,24336,3447,8H191,NULL,['FC']
1570,214,1025,97149,3318,WF3708,NULL,['Y']
1571,233,1037,30498,756,ON204,Silver,['Y+']
1572,223,723,75504,3192,VT3376,NULL,['Y+']
1573,267,686,129474,2767,EE2454,NULL,['Y+']
1574,290,477,27618,669,5Y3155,Explorer,['Y']
1575,286,264,97851,3299,3U1876,NULL,['Y+']
1576,133,1178,91806,200,R83820,NULL,['Y']
1577,256,160,82941,418,3B849,Gold,['J']
1578,290,798,107712,2735,JL1416,NULL,['J']
1579,246,886,13593,1849,3V1516,Silver,['FC']
1580,160,1287,122049,3261,WD1715,NULL,['Y']
1581,141,213,5820,1972,1R906,NULL,['FC']
1582,138,1193,37509,591,I72361,Platinum,['Y']
1583,160,327,22440,352,ZE1272,Silver,['J']
1584,268,267,14490,1760,PU149,NULL,['FC']
1585,219,639,31251,918,LA3456,NULL,['FC']
1586,112,622,71055,1412,XS1635,NULL,['Y+']
1587,109,1145,82881,991,6D2271,Gold,['Y']
1588,175,375,102249,392,CW1820,NULL,['J']
1589,114,311,131973,518,7W3030,NULL,['Y']
1590,237,1124,114135,2348,TS1396,NULL,['Y+']
1591,263,444,15864,2499,6K2673,Gold,['FC']
1592,173,1147,60081,3555,EK782,NULL,['J']
1593,119,681,28788,2836,I72282,NULL,['Y']
1594,105,409,116796,3033,ON1317,Silver,['Y+']
1595,150,730,129963,478,EU3464,NULL,['Y']
1596,270,899,67623,1585,ZS352,NULL,['J']
1597,257,586,42585,484,GJ2421,Explorer,['FC']
1598,194,1283,127701,129,QB412,NULL,['Y']
1599,225,114,101058,3888,5C713,NULL,['FC']
1600,150,966,48933,943,S13536,Explorer,['FC']
1601,297,954,149049,2552,J51508,NULL,['Y']
1602,219,1089,85749,1111,7I386,NULL,['Y']
1603,209,832,5865,2019,4O2733,NULL,['Y']
1604,222,1200,124593,1459,ZW2072,NULL,['Y']
1605,284,824,24084,328,HH2543,Platinum,['J']
1606,291,353,135507,2624,FV1071,Gold,['Y']
